"test","user(s)","sys(s)","wall(s)","max-mem(KB)","user(s)","sys(s)","wall(s)","max-mem(KB)","user(s)","sys(s)","wall(s)","max-mem(KB)"
"dtor",22.59,0.08,22.70,83844,22.52,0.11,22.67,83840,22.76,0.04,22.84,83848
"else",21.41,0.32,21.76,232768,21.52,0.31,21.86,232768,21.48,0.28,21.80,232768
"enum",0.46,0.00,0.47,18772,0.45,0.01,0.47,18772,0.46,0.00,0.47,18772
"expression",0.52,0.02,0.54,18768,0.55,0.00,0.56,18768,0.54,0.01,0.56,18768
"extension",0.56,0.02,0.59,28076,0.57,0.01,0.59,28076,0.58,0.01,0.59,28076
"fallthrough",0.44,0.00,0.45,18768,0.44,0.01,0.45,18768,0.45,0.01,0.46,18768
"fibonacci",19.70,2.20,21.92,2999068,19.41,2.15,21.60,2999068,19.51,2.11,21.65,2999068
"fmtLines",11.36,0.05,11.43,43284,11.38,0.04,11.44,43284,11.34,0.06,11.42,43284
"function-operator",9.14,0.11,9.27,119776,9.35,0.11,9.48,119776,9.28,0.08,9.38,119776
"functions",0.44,0.03,0.47,19068,0.46,0.01,0.47,19068,0.44,0.02,0.46,19068
"gccExtensions",0.53,0.02,0.55,28016,0.54,0.00,0.55,28016,0.53,0.01,0.55,28016
"genericUnion",0.59,0.02,0.61,20260,0.60,0.01,0.62,20260,0.61,0.01,0.63,20260
"globals",3.50,0.11,3.62,118264,3.52,0.10,3.63,118264,3.53,0.08,3.62,118264
"heap",23.72,0.08,23.84,80948,23.75,0.08,23.87,80948,23.77,0.11,23.91,80948
"hello",0.86,0.01,0.87,21888,0.87,0.01,0.89,21888,0.88,0.01,0.89,21888
"identFuncDeclarator",0.44,0.00,0.44,18768,0.41,0.01,0.43,18768,0.40,0.02,0.43,18768
"identity",4.81,0.12,4.95,123608,4.78,0.14,4.92,123604,4.82,0.10,4.93,123608
"identParamDeclarator",0.44,0.01,0.46,18796,0.44,0.00,0.45,18796,0.44,0.01,0.46,18796
"ifwhileCtl",1.06,0.01,1.07,21888,1.06,0.00,1.08,21888,1.05,0.01,1.07,21888
"init_once",0.64,0.00,0.65,19596,0.62,0.02,0.65,19596,0.65,0.00,0.65,19596
"KRfunctions",0.62,0.06,0.68,117304,0.59,0.08,0.68,117304,0.60,0.08,0.69,117304
"labelledExit",0.53,0.00,0.54,18768,0.52,0.00,0.53,18768,0.55,0.00,0.55,18768
"limits",1.27,0.00,1.28,18964,1.30,0.01,1.32,18964,1.30,0.00,1.31,18964
"literals",2.74,0.10,2.84,118060,2.75,0.08,2.83,118060,2.75,0.08,2.84,118060
"matrixSum",22.76,0.11,22.90,84100,22.76,0.10,22.89,84100,22.79,0.09,22.91,84096
"maybe",0.74,0.03,0.78,21696,0.77,0.02,0.79,21696,0.78,0.02,0.81,21696
"memberCtors",0.54,0.01,0.56,20028,0.54,0.00,0.54,20028,0.53,0.01,0.54,20028
"monitor",22.51,0.24,22.78,84768,22.66,0.20,22.90,84768,22.57,0.27,22.87,84768
"nested-types",0.62,0.03,0.66,20972,0.62,0.04,0.67,20972,0.66,0.01,0.67,20972
"numericConstants",0.41,0.00,0.42,18768,0.42,0.01,0.44,18768,0.42,0.01,0.44,18768
"operators",0.55,0.01,0.56,19040,0.56,0.00,0.56,19040,0.53,0.01,0.54,19040
"pingpong",11.45,0.05,11.52,43228,11.44,0.05,11.51,43228,11.40,0.06,11.48,43228
"polymorphism",0.79,0.10,0.90,140184,0.80,0.10,0.91,140184,0.87,0.07,0.94,140184
"preempt",27.05,0.14,27.23,84116,27.03,0.11,27.16,84116,27.22,0.10,27.35,84080
"quickSort",25.32,0.74,26.09,996044,25.33,0.71,26.07,996044,25.46,0.63,26.12,996044
"quoted_keyword",1.04,0.04,1.09,53336,1.05,0.02,1.08,53336,1.04,0.04,1.08,53336
"random",7.41,0.08,7.51,46520,7.45,0.11,7.57,46476,7.46,0.05,7.52,46560
"recurse",24.37,0.20,24.60,84800,24.38,0.22,24.62,84800,24.22,0.28,24.53,84800
"references",0.80,0.01,0.82,32012,0.79,0.02,0.82,32012,0.78,0.01,0.80,32012
"result",1.06,0.00,1.06,23484,1.06,0.02,1.08,23484,1.07,0.01,1.09,23484
"runningTotal",19.76,2.10,21.89,2999088,19.88,2.15,22.05,2999088,19.62,2.18,21.83,2999088
"self-assignment",0.48,0.01,0.50,19292,0.49,0.00,0.50,19292,0.48,0.00,0.49,19292
"shortCircuit",1.01,0.03,1.05,25304,0.98,0.04,1.02,25304,0.99,0.02,1.01,25304
"simpleGenericTriple",0.88,0.00,0.90,27328,0.87,0.02,0.89,27328,0.88,0.02,0.90,27328
"stdincludes",21.48,0.17,21.67,52780,21.59,0.17,21.79,52780,21.29,0.20,21.52,52780
"switch",0.53,0.00,0.54,18768,0.53,0.01,0.55,18768,0.52,0.02,0.54,18768
"sync",22.92,1.75,24.70,1191428,22.72,1.90,24.65,1191428,22.91,1.78,24.72,1191428
"thread",23.26,0.12,23.40,123644,23.27,0.14,23.44,123644,23.32,0.10,23.45,123644
"tupleCast",0.41,0.01,0.42,18768,0.42,0.00,0.43,18768,0.43,0.00,0.43,18768
"tupleMember",0.82,0.04,0.86,54544,0.84,0.06,0.91,54544,0.80,0.06,0.87,54544
"tuplePolymorphism",0.69,0.04,0.73,42600,0.69,0.04,0.74,42600,0.69,0.04,0.73,42600
"tupleVariadic",4.28,0.03,4.32,46932,4.31,0.05,4.37,46932,4.28,0.03,4.32,46932
"typedefRedef",0.42,0.00,0.43,18768,0.42,0.00,0.43,18768,0.42,0.01,0.43,18768
"typeof",0.43,0.01,0.45,18768,0.42,0.01,0.43,18768,0.43,0.00,0.43,18768
"user_literals",3.13,0.09,3.23,118704,3.14,0.06,3.20,118704,3.12,0.08,3.21,118704
"variableDeclarator",0.44,0.00,0.45,18856,0.44,0.00,0.44,18856,0.44,0.00,0.44,18856
"voidPtr",0.42,0.01,0.43,18768,0.42,0.00,0.44,18768,0.42,0.00,0.43,18768
"wait",30.85,0.15,31.03,91460,30.81,0.10,30.94,91460,30.83,0.14,31.00,91460
"when",25.69,0.12,25.83,121336,25.72,0.14,25.88,121336,25.78,0.14,25.95,121336
"with-statement",0.62,0.03,0.65,20980,0.66,0.00,0.66,20980,0.63,0.01,0.65,20980
