"test","user(s)","sys(s)","wall(s)","max-mem(KB)","user(s)","sys(s)","wall(s)","max-mem(KB)","user(s)","sys(s)","wall(s)","max-mem(KB)"
"prodcons",42.53,5.80,48.38,7718048,43.08,5.77,48.90,7718096,43.00,5.61,48.67,7718148
"quickSort",13.04,0.06,13.12,102112,12.83,0.07,12.91,102112,13.16,0.06,13.23,102112
"quoted_keyword",0.53,0.02,0.56,36124,0.54,0.02,0.57,36124,0.55,0.01,0.57,36124
"random",4.48,0.04,4.52,36672,4.28,0.04,4.32,36672,4.32,0.02,4.35,36672
"recurse",12.15,0.04,12.20,35192,12.19,0.03,12.23,35192,12.31,0.04,12.36,35156
"references",0.42,0.03,0.46,26356,0.44,0.01,0.46,26356,0.44,0.01,0.45,26356
"result",0.76,0.00,0.78,10020,0.77,0.01,0.78,10020,0.77,0.00,0.78,10020
"runningTotal",15.54,1.82,17.38,2523896,16.12,1.89,18.03,2523896,15.90,1.85,17.77,2523896
"self-assignment",0.23,0.00,0.23,5852,0.23,0.00,0.23,5852,0.23,0.00,0.23,5852
"shortCircuit",0.48,0.01,0.50,21860,0.52,0.00,0.52,21860,0.49,0.01,0.50,21860
"simpleGenericTriple",0.59,0.02,0.61,20156,0.61,0.01,0.62,20156,0.60,0.01,0.62,20156
"stdincludes",8.68,0.00,8.68,10216,8.95,0.00,8.96,10216,8.62,0.00,8.62,10216
"switch",0.27,0.00,0.27,5860,0.25,0.00,0.26,5860,0.25,0.00,0.26,5860
"sync",10.39,0.04,10.44,43708,10.16,0.08,10.26,43708,10.20,0.05,10.26,43708
"thread",11.98,0.09,12.07,101816,11.96,0.06,12.03,101816,12.00,0.08,12.09,101816
"tupleCast",0.20,0.00,0.21,5852,0.22,0.00,0.22,5852,0.20,0.00,0.20,5852
"tupleMember",0.53,0.04,0.58,49372,0.53,0.03,0.57,49372,0.53,0.06,0.59,49372
"tuplePolymorphism",0.37,0.04,0.41,41420,0.39,0.03,0.42,41420,0.38,0.02,0.41,41420
"tupleVariadic",2.04,0.05,2.09,33148,2.14,0.02,2.17,33148,2.08,0.02,2.11,33148
"typedefRedef",0.20,0.00,0.20,5848,0.20,0.00,0.20,5852,0.20,0.00,0.20,5852
"typeof",0.19,0.00,0.20,5852,0.21,0.00,0.21,5852,0.20,0.00,0.20,5852
"user_literals",2.57,0.06,2.64,99800,2.56,0.07,2.64,99800,2.43,0.14,2.58,99800
"variableDeclarator",0.20,0.00,0.21,5944,0.20,0.00,0.21,5944,0.21,0.00,0.21,5944
"vector",618.23,31.40,650.05,7717156,613.50,21.96,635.85,7717144,608.14,22.68,631.21,7717164
"voidPtr",0.20,0.00,0.20,5852,0.20,0.00,0.20,5852,0.20,0.00,0.20,5852
"wait",14.70,0.02,14.73,35424,14.85,0.02,14.88,35424,14.80,0.02,14.84,35424
"when",14.24,0.03,14.27,101792,13.99,0.07,14.07,101792,13.75,0.10,13.87,101792
"with-statement",0.35,0.00,0.35,7008,0.36,0.00,0.37,7008,0.38,0.00,0.38,7008
