"test","user(s)","sys(s)","wall(s)","max-mem(KB)","user(s)","sys(s)","wall(s)","max-mem(KB)","user(s)","sys(s)","wall(s)","max-mem(KB)"
"function-operator",0.32,0.00,0.33,9036,0.32,0.00,0.32,9036,0.32,0.00,0.33,9036
"functions",0.02,0.00,0.02,4508,0.01,0.00,0.01,4508,0.01,0.00,0.02,4508
"gccExtensions",0.02,0.00,0.02,4752,0.02,0.00,0.02,4752,0.02,0.00,0.02,4752
"genericUnion",0.02,0.00,0.02,4512,0.02,0.00,0.02,4512,0.02,0.00,0.02,4512
"globals",0.14,0.00,0.15,6868,0.14,0.00,0.15,6868,0.14,0.00,0.14,6868
"gmp",0.44,0.00,0.44,10512,0.44,0.00,0.44,10512,0.44,0.00,0.44,10512
"heap",0.67,0.00,0.67,6620,0.66,0.00,0.66,6620,0.66,0.00,0.67,6620
"hello",0.05,0.00,0.06,5388,0.05,0.00,0.05,5388,0.05,0.00,0.05,5388
"identFuncDeclarator",0.01,0.00,0.01,4480,0.01,0.00,0.01,4480,0.01,0.00,0.01,4480
"identity",0.41,0.00,0.41,7772,0.40,0.00,0.41,7772,0.41,0.00,0.41,7772
"identParamDeclarator",0.01,0.00,0.02,4504,0.01,0.00,0.01,4504,0.01,0.00,0.01,4504
"ifwhileCtl",0.06,0.00,0.06,5428,0.06,0.00,0.06,5428,0.06,0.00,0.06,5428
"init_once",0.02,0.00,0.02,4580,0.02,0.00,0.02,4580,0.02,0.00,0.02,4580
"io1",1.75,0.01,1.77,43884,1.76,0.00,1.78,43884,1.74,0.04,1.78,43884
"io2",2.87,0.05,2.93,78396,2.86,0.05,2.92,78396,2.86,0.05,2.92,78396
"KRfunctions",0.01,0.00,0.01,4492,0.01,0.00,0.01,4492,0.01,0.00,0.01,4492
"labelledExit",0.02,0.00,0.02,4480,0.02,0.00,0.02,4480,0.02,0.00,0.02,4480
"limits",0.06,0.00,0.07,4680,0.07,0.00,0.07,4680,0.06,0.00,0.07,4680
"literals",0.14,0.00,0.14,6732,0.14,0.00,0.14,6732,0.14,0.00,0.14,6732
"math1",1.47,0.00,1.48,34516,1.46,0.02,1.48,34516,1.44,0.03,1.47,34516
"math2",1.91,0.01,1.93,24372,1.92,0.00,1.93,24372,1.92,0.00,1.93,24372
"math3",1.38,0.01,1.39,23844,1.39,0.00,1.40,23844,1.38,0.01,1.40,23844
"math4",1.54,0.00,1.55,14956,1.54,0.01,1.55,14956,1.54,0.00,1.55,14956
"matrixSum",0.64,0.00,0.65,8120,0.64,0.00,0.65,8120,0.65,0.00,0.65,8120
"maybe",0.02,0.00,0.02,4516,0.02,0.00,0.02,4516,0.02,0.00,0.02,4516
"memberCtors",0.02,0.00,0.02,4488,0.02,0.00,0.02,4488,0.02,0.00,0.02,4488
"minmax",1.04,0.00,1.04,14516,1.03,0.00,1.04,14516,1.04,0.00,1.04,14516
"monitor",0.65,0.00,0.65,8064,0.64,0.00,0.65,8064,0.65,0.00,0.65,8064
"multi-monitor",0.67,0.01,0.69,14964,0.68,0.00,0.69,14964,0.68,0.00,0.69,14964
"nested-types",0.02,0.00,0.02,4496,0.02,0.00,0.02,4496,0.02,0.00,0.02,4496
"numericConstants",0.01,0.00,0.01,4480,0.01,0.00,0.01,4480,0.01,0.00,0.01,4480
"operators",0.02,0.00,0.02,4484,0.02,0.00,0.02,4484,0.02,0.00,0.02,4484
"pingpong",0.32,0.00,0.32,6264,0.32,0.00,0.32,6264,0.32,0.00,0.32,6264
"polymorphism",0.04,0.00,0.04,6428,0.04,0.00,0.04,6428,0.03,0.00,0.04,6428
"preempt",0.76,0.00,0.76,6836,0.74,0.00,0.75,6836,0.75,0.00,0.76,6836
"prodcons",0.60,0.00,0.61,9672,0.59,0.00,0.59,9672,0.58,0.01,0.59,9672
"quickSort",0.70,0.00,0.70,7720,0.69,0.00,0.69,7720,0.69,0.00,0.69,7720
"quoted_keyword",0.04,0.00,0.04,6440,0.04,0.00,0.04,6440,0.04,0.00,0.04,6440
"random",0.33,0.00,0.34,7312,0.33,0.00,0.33,7312,0.33,0.00,0.33,7312
"rational",5.10,0.00,5.11,13420,5.09,0.00,5.10,13420,5.08,0.00,5.09,13420
"recurse",0.70,0.00,0.70,8048,0.70,0.00,0.70,8048,0.70,0.00,0.71,8048
"references",0.04,0.00,0.04,4744,0.04,0.00,0.04,4744,0.03,0.00,0.04,4744
"result",0.03,0.00,0.03,4700,0.02,0.00,0.03,4700,0.03,0.00,0.03,4700
"runningTotal",0.36,0.00,0.36,10468,0.36,0.00,0.36,10468,0.35,0.00,0.35,10468
"searchsort",1.18,0.01,1.20,18364,1.16,0.00,1.17,18364,1.15,0.00,1.16,18364
"self-assignment",0.02,0.00,0.02,4480,0.02,0.00,0.02,4480,0.01,0.00,0.02,4480
"shortCircuit",0.04,0.00,0.04,6068,0.04,0.00,0.04,6068,0.04,0.00,0.04,6068
"simpleGenericTriple",0.02,0.00,0.02,4528,0.02,0.00,0.02,4528,0.02,0.00,0.02,4528
"statement",0.95,0.00,0.96,10908,0.95,0.00,0.96,10908,0.95,0.00,0.96,10908
"stdincludes",0.78,0.00,0.78,6900,0.78,0.00,0.79,6900,0.78,0.00,0.78,6900
"sum",0.61,0.00,0.62,12092,0.62,0.00,0.62,12092,0.61,0.00,0.62,12092
"swap",1.49,0.01,1.51,16376,1.54,0.00,1.55,16376,1.54,0.00,1.55,16376
"switch",0.02,0.00,0.02,4480,0.01,0.00,0.02,4480,0.02,0.00,0.02,4480
"sync",0.10,0.00,0.10,4844,0.10,0.00,0.10,4844,0.09,0.00,0.10,4844
"thread",0.67,0.00,0.68,8672,0.67,0.00,0.67,8672,0.67,0.00,0.67,8672
"time",0.37,0.00,0.38,13568,0.37,0.00,0.38,13568,0.37,0.01,0.38,13568
"tupleAssign",0.41,0.00,0.42,14360,0.41,0.00,0.41,14360,0.41,0.00,0.41,14360
"tupleCast",0.01,0.00,0.02,4508,0.01,0.00,0.01,4508,0.01,0.00,0.01,4508
"tupleFunction",0.02,0.00,0.02,4516,0.02,0.00,0.02,4516,0.02,0.00,0.02,4516
"tupleMember",0.02,0.00,0.02,4536,0.02,0.00,0.02,4536,0.02,0.00,0.02,4536
"tuplePolymorphism",0.02,0.00,0.02,4612,0.02,0.00,0.02,4612,0.02,0.00,0.02,4612
"tupleVariadic",0.12,0.00,0.12,5232,0.12,0.00,0.12,5232,0.12,0.00,0.12,5232
"typedefRedef",0.01,0.00,0.01,4480,0.01,0.00,0.01,4480,0.01,0.00,0.01,4480
"typeof",0.01,0.00,0.01,4480,0.01,0.00,0.01,4480,0.01,0.00,0.01,4480
"user_literals",0.14,0.00,0.14,6836,0.14,0.00,0.15,6836,0.15,0.00,0.15,6832
"variableDeclarator",0.01,0.00,0.02,4572,0.01,0.00,0.01,4572,0.01,0.00,0.01,4572
"vector",0.52,0.01,0.54,8788,0.54,0.00,0.54,8788,0.53,0.00,0.53,8788
"voidPtr",0.01,0.00,0.01,4480,0.01,0.00,0.01,4480,0.01,0.00,0.01,4480
"wait",0.92,0.00,0.92,7672,0.92,0.00,0.92,7672,0.87,0.01,0.89,7672
"when",0.76,0.00,0.77,8764,0.78,0.00,0.78,8764,0.76,0.00,0.76,8764
"with-statement",0.02,0.00,0.02,4500,0.02,0.00,0.02,4500,0.02,0.00,0.02,4500
