"test","user(s)","sys(s)","wall(s)","max-mem(KB)","user(s)","sys(s)","wall(s)","max-mem(KB)","user(s)","sys(s)","wall(s)","max-mem(KB)"
"hello",1.02,0.01,1.04,32432,1.03,0.01,1.04,32432,1.00,0.02,1.03,32432
"identFuncDeclarator",0.50,0.00,0.51,25556,0.50,0.01,0.51,25556,0.51,0.01,0.52,25556
"identity",7.00,0.16,7.17,155388,7.09,0.19,7.29,155388,7.19,0.23,7.43,155388
"identParamDeclarator",0.52,0.00,0.53,25584,0.50,0.02,0.53,25584,0.53,0.01,0.54,25584
"ifwhileCtl",1.19,0.03,1.22,32432,1.20,0.02,1.22,32432,1.20,0.03,1.23,32432
"init_once",0.85,0.02,0.87,27780,0.85,0.02,0.87,27780,0.87,0.02,0.89,27780
"KRfunctions",0.73,0.06,0.79,117308,0.68,0.08,0.77,117308,0.72,0.07,0.80,117308
"labelledExit",0.59,0.04,0.63,25556,0.61,0.00,0.62,25556,0.61,0.01,0.63,25556
"limits",1.38,0.00,1.39,25756,1.37,0.02,1.40,25756,1.38,0.01,1.39,25752
"literals",3.78,0.17,3.95,148368,3.78,0.20,3.99,148368,3.85,0.17,4.02,148368
"matrixSum",24.42,0.14,24.60,124300,24.53,0.12,24.68,124300,24.42,0.15,24.60,124300
"maybe",0.91,0.01,0.93,31844,0.90,0.02,0.93,31844,0.89,0.02,0.92,31844
"memberCtors",0.62,0.02,0.65,28852,0.62,0.01,0.63,28852,0.61,0.03,0.65,28852
"monitor",23.79,0.32,24.15,125200,23.82,0.28,24.14,125292,23.88,0.33,24.24,125132
"nested-types",0.74,0.03,0.78,30632,0.74,0.02,0.77,30632,0.76,0.01,0.77,30632
"numericConstants",0.51,0.00,0.51,25556,0.50,0.01,0.52,25556,0.50,0.01,0.51,25556
"operators",0.61,0.01,0.63,26436,0.61,0.03,0.64,26436,0.62,0.01,0.64,26432
"pingpong",12.07,0.07,12.16,79160,12.08,0.08,12.18,79160,12.20,0.08,12.30,79160
"polymorphism",1.41,0.08,1.50,67636,1.43,0.07,1.51,67636,1.44,0.06,1.51,67632
"preempt",28.15,0.21,28.40,124620,28.17,0.21,28.42,124620,28.26,0.23,28.53,124576
"quickSort",26.63,0.79,27.46,996112,26.54,0.66,27.24,995992,26.62,0.70,27.36,995992
"quoted_keyword",1.25,0.06,1.32,82668,1.27,0.04,1.31,82668,1.27,0.06,1.33,82668
"random",9.89,0.08,9.99,74228,9.94,0.07,10.03,74228,9.76,0.10,9.88,74228
"rational",24.59,0.28,24.90,282236,24.91,0.33,25.27,282236,24.92,0.28,25.24,282236
"recurse",25.49,0.29,25.81,125132,25.56,0.29,25.89,125132,25.67,0.34,26.05,125160
"references",0.85,0.03,0.89,38000,0.89,0.01,0.90,38000,0.87,0.01,0.89,38000
"result",1.22,0.02,1.25,35796,1.22,0.01,1.23,35796,1.20,0.02,1.22,35796
"runningTotal",27.16,3.16,30.36,4562784,27.42,3.13,30.59,4562784,27.66,3.14,30.84,4562784
"self-assignment",0.56,0.01,0.58,27212,0.57,0.01,0.58,27212,0.56,0.02,0.59,27212
"shortCircuit",1.24,0.04,1.29,58036,1.26,0.03,1.30,58036,1.21,0.06,1.27,58036
"simpleGenericTriple",0.98,0.03,1.01,28640,1.00,0.02,1.03,28640,0.99,0.01,1.01,28640
"stdincludes",22.24,0.22,22.50,89808,22.11,0.21,22.36,89808,22.07,0.18,22.28,89812
"switch",0.60,0.01,0.62,25556,0.64,0.01,0.66,25556,0.62,0.02,0.64,25556
"sync",23.53,1.82,25.39,1191428,23.57,1.73,25.34,1191428,23.36,2.07,25.46,1191428
"thread",24.80,0.22,25.06,155992,24.65,0.22,24.91,155992,24.58,0.22,24.84,155992
"tupleCast",0.50,0.01,0.52,25560,0.51,0.01,0.53,25560,0.52,0.00,0.53,25560
"tupleMember",0.90,0.04,0.94,64256,0.89,0.04,0.93,64256,0.89,0.04,0.93,64256
"tuplePolymorphism",0.78,0.03,0.82,52472,0.79,0.03,0.83,52472,0.76,0.04,0.81,52472
"tupleVariadic",4.57,0.07,4.65,58920,4.60,0.08,4.69,58920,4.63,0.07,4.72,58920
"typedefRedef",0.50,0.00,0.51,25560,0.51,0.01,0.53,25560,0.50,0.01,0.52,25560
"typeof",0.51,0.00,0.52,25556,0.50,0.01,0.52,25556,0.49,0.01,0.51,25556
"user_literals",4.10,0.13,4.24,148800,4.11,0.11,4.23,148800,4.08,0.14,4.23,148800
"variableDeclarator",0.50,0.02,0.53,25644,0.52,0.00,0.53,25644,0.51,0.01,0.52,25644
"vector",165.96,4.32,170.41,2908788,168.06,8.56,176.75,2908788,165.88,4.23,170.23,2908788
"voidPtr",0.50,0.01,0.51,25556,0.51,0.02,0.53,25556,0.50,0.01,0.51,25556
"wait",31.99,0.19,32.22,135508,31.97,0.18,32.20,135484,32.20,0.18,32.44,135484
"when",27.78,0.25,28.07,152280,27.72,0.19,27.95,152280,27.72,0.19,27.95,152280
"with-statement",0.75,0.02,0.78,30624,0.73,0.04,0.78,30624,0.72,0.04,0.77,30624
